"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Southern Africa","Production","1992","tonnes","521421.00","A"
"Southern Africa","Production","1991","tonnes","515074.00","A"
"Southern Africa","Production","1990","tonnes","430344.00","A"
"Southern Africa","Production","1989","tonnes","508202.00","A"
"Southern Africa","Production","1988","tonnes","554742.00","A"
"Southern Africa","Production","1987","tonnes","391556.00","A"
"Southern Africa","Production","1986","tonnes","439836.00","A"
"Southern Africa","Production","1985","tonnes","402231.00","A"
"Southern Africa","Production","1984","tonnes","483696.00","A"
"Southern Africa","Production","1983","tonnes","359547.00","A"
"Southern Africa","Production","1982","tonnes","460987.00","A"
"Southern Africa","Production","1981","tonnes","394164.00","A"
"Southern Africa","Production","1980","tonnes","426430.00","A"
"Southern Africa","Production","1979","tonnes","363464.00","A"
"Southern Africa","Production","1978","tonnes","381429.00","A"
"Southern Africa","Production","1977","tonnes","281373.00","A"
"Southern Africa","Production","1976","tonnes","371019.00","A"
"Southern Africa","Production","1975","tonnes","355683.00","A"
"Southern Africa","Production","1974","tonnes","283613.00","A"
"Southern Africa","Production","1973","tonnes","283891.00","A"
"Southern Africa","Production","1972","tonnes","317737.00","A"
"Southern Africa","Production","1971","tonnes","243170.00","A"
"Southern Africa","Production","1970","tonnes","222255.00","A"
"Southern Africa","Production","1969","tonnes","207502.00","A"
"Southern Africa","Production","1968","tonnes","212054.00","A"
"Southern Africa","Production","1967","tonnes","183294.00","A"
"Southern Africa","Production","1966","tonnes","190756.00","A"
"Southern Africa","Production","1965","tonnes","139035.00","A"
"Southern Africa","Production","1964","tonnes","149158.00","A"
"Southern Africa","Production","1963","tonnes","116240.00","A"
"Southern Africa","Production","1962","tonnes","105931.00","A"
"Southern Africa","Production","1961","tonnes","95844.00","A"
"Southern Asia","Area harvested","2018","ha","566302.00","A"
"Southern Asia","Area harvested","2017","ha","544682.00","A"
"Southern Asia","Area harvested","2016","ha","539679.00","A"
"Southern Asia","Area harvested","2015","ha","675347.00","A"
"Southern Asia","Area harvested","2014","ha","667346.00","A"
"Southern Asia","Area harvested","2013","ha","631540.00","A"
"Southern Asia","Area harvested","2012","ha","638800.00","A"
"Southern Asia","Area harvested","2011","ha","612756.00","A"
"Southern Asia","Area harvested","2010","ha","605868.00","A"
"Southern Asia","Area harvested","2009","ha","573658.00","A"
"Southern Asia","Area harvested","2008","ha","562943.00","A"
"Southern Asia","Area harvested","2007","ha","551685.00","A"
"Southern Asia","Area harvested","2006","ha","500982.00","A"
"Southern Asia","Area harvested","2005","ha","514373.00","A"
"Southern Asia","Area harvested","2004","ha","476725.00","A"
"Southern Asia","Area harvested","2003","ha","522026.00","A"
"Southern Asia","Area harvested","2002","ha","446835.00","A"
"Southern Asia","Area harvested","2001","ha","447441.00","A"
"Southern Asia","Area harvested","2000","ha","444974.00","A"
"Southern Asia","Area harvested","1999","ha","437320.00","A"
"Southern Asia","Area harvested","1998","ha","425309.00","A"
"Southern Asia","Area harvested","1997","ha","417446.00","A"
"Southern Asia","Area harvested","1996","ha","409852.00","A"
"Southern Asia","Area harvested","1995","ha","404871.00","A"
