"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Bulgaria","Area harvested","1984","ha","26767.00",""
"Bulgaria","Area harvested","1983","ha","27031.00",""
"Bulgaria","Area harvested","1982","ha","27087.00",""
"Bulgaria","Area harvested","1981","ha","26928.00",""
"Bulgaria","Area harvested","1980","ha","27416.00",""
"Bulgaria","Area harvested","1979","ha","27025.00",""
"Bulgaria","Area harvested","1978","ha","26202.00",""
"Bulgaria","Area harvested","1977","ha","26071.00",""
"Bulgaria","Area harvested","1976","ha","26283.00",""
"Bulgaria","Area harvested","1975","ha","26607.00",""
"Bulgaria","Area harvested","1974","ha","28642.00",""
"Bulgaria","Area harvested","1973","ha","28333.00",""
"Bulgaria","Area harvested","1972","ha","28773.00",""
"Bulgaria","Area harvested","1971","ha","29147.00",""
"Bulgaria","Area harvested","1970","ha","30275.00",""
"Bulgaria","Area harvested","1969","ha","30124.00",""
"Bulgaria","Area harvested","1968","ha","30421.00",""
"Bulgaria","Area harvested","1967","ha","28983.00",""
"Bulgaria","Area harvested","1966","ha","27655.00",""
"Bulgaria","Area harvested","1965","ha","25972.00",""
"Bulgaria","Area harvested","1964","ha","24282.00",""
"Bulgaria","Area harvested","1963","ha","23013.00",""
"Bulgaria","Area harvested","1962","ha","21443.00",""
"Bulgaria","Area harvested","1961","ha","19685.00",""
"Bulgaria","Yield","2018","hg/ha","126345.00","Fc"
"Bulgaria","Yield","2017","hg/ha","113081.00","Fc"
"Bulgaria","Yield","2016","hg/ha","108866.00","Fc"
"Bulgaria","Yield","2015","hg/ha","122600.00","Fc"
"Bulgaria","Yield","2014","hg/ha","137945.00","Fc"
"Bulgaria","Yield","2013","hg/ha","114301.00","Fc"
"Bulgaria","Yield","2012","hg/ha","66960.00","Fc"
"Bulgaria","Yield","2011","hg/ha","82644.00","Fc"
"Bulgaria","Yield","2010","hg/ha","83128.00","Fc"
"Bulgaria","Yield","2009","hg/ha","82055.00","Fc"
"Bulgaria","Yield","2008","hg/ha","72427.00","Fc"
"Bulgaria","Yield","2007","hg/ha","74248.00","Fc"
"Bulgaria","Yield","2006","hg/ha","88379.00","Fc"
"Bulgaria","Yield","2005","hg/ha","83563.00","Fc"
"Bulgaria","Yield","2004","hg/ha","87172.00","Fc"
"Bulgaria","Yield","2003","hg/ha","81452.00","Fc"
"Bulgaria","Yield","2002","hg/ha","44205.00","Fc"
"Bulgaria","Yield","2001","hg/ha","43255.00","Fc"
"Bulgaria","Yield","2000","hg/ha","68676.00","Fc"
"Bulgaria","Yield","1999","hg/ha","63801.00","Fc"
"Bulgaria","Yield","1998","hg/ha","87550.00","Fc"
"Bulgaria","Yield","1997","hg/ha","118553.00","Fc"
"Bulgaria","Yield","1996","hg/ha","145915.00","Fc"
"Bulgaria","Yield","1995","hg/ha","100986.00","Fc"
"Bulgaria","Yield","1994","hg/ha","46990.00","Fc"
"Bulgaria","Yield","1993","hg/ha","57215.00","Fc"
"Bulgaria","Yield","1992","hg/ha","111420.00","Fc"
"Bulgaria","Yield","1991","hg/ha","70482.00","Fc"
"Bulgaria","Yield","1990","hg/ha","191417.00","Fc"
"Bulgaria","Yield","1989","hg/ha","205870.00","Fc"
"Bulgaria","Yield","1988","hg/ha","146341.00","Fc"
"Bulgaria","Yield","1987","hg/ha","141607.00","Fc"
"Bulgaria","Yield","1986","hg/ha","214955.00","Fc"
"Bulgaria","Yield","1985","hg/ha","128399.00","Fc"
"Bulgaria","Yield","1984","hg/ha","196505.00","Fc"
"Bulgaria","Yield","1983","hg/ha","172982.00","Fc"
"Bulgaria","Yield","1982","hg/ha","157190.00","Fc"
"Bulgaria","Yield","1981","hg/ha","160852.00","Fc"
"Bulgaria","Yield","1980","hg/ha","143814.00","Fc"
"Bulgaria","Yield","1979","hg/ha","105546.00","Fc"
"Bulgaria","Yield","1978","hg/ha","122543.00","Fc"
"Bulgaria","Yield","1977","hg/ha","107942.00","Fc"
"Bulgaria","Yield","1976","hg/ha","145450.00","Fc"
"Bulgaria","Yield","1975","hg/ha","123780.00","Fc"
"Bulgaria","Yield","1974","hg/ha","87139.00","Fc"
"Bulgaria","Yield","1973","hg/ha","127116.00","Fc"
"Bulgaria","Yield","1972","hg/ha","118283.00","Fc"
"Bulgaria","Yield","1971","hg/ha","117914.00","Fc"
"Bulgaria","Yield","1970","hg/ha","119943.00","Fc"
"Bulgaria","Yield","1969","hg/ha","152851.00","Fc"
"Bulgaria","Yield","1968","hg/ha","140384.00","Fc"
"Bulgaria","Yield","1967","hg/ha","142540.00","Fc"
"Bulgaria","Yield","1966","hg/ha","124267.00","Fc"
"Bulgaria","Yield","1965","hg/ha","115280.00","Fc"
"Bulgaria","Yield","1964","hg/ha","149957.00","Fc"
"Bulgaria","Yield","1963","hg/ha","125883.00","Fc"
"Bulgaria","Yield","1962","hg/ha","163509.00","Fc"
"Bulgaria","Yield","1961","hg/ha","138533.00","Fc"
"Bulgaria","Production","2018","tonnes","50298.00",""
"Bulgaria","Production","2017","tonnes","44927.00",""
"Bulgaria","Production","2016","tonnes","44755.00",""
"Bulgaria","Production","2015","tonnes","58419.00",""
"Bulgaria","Production","2014","tonnes","54502.00",""
"Bulgaria","Production","2013","tonnes","55013.00",""
"Bulgaria","Production","2012","tonnes","30942.00",""
"Bulgaria","Production","2011","tonnes","40413.00",""
"Bulgaria","Production","2010","tonnes","43235.00",""
"Bulgaria","Production","2009","tonnes","35456.00",""
"Bulgaria","Production","2008","tonnes","23517.00",""
"Bulgaria","Production","2007","tonnes","26165.00",""
"Bulgaria","Production","2006","tonnes","26328.00",""
"Bulgaria","Production","2005","tonnes","26130.00",""
"Bulgaria","Production","2004","tonnes","39393.00",""
"Bulgaria","Production","2003","tonnes","38372.00",""
"Bulgaria","Production","2002","tonnes","26417.00",""
"Bulgaria","Production","2001","tonnes","42710.00",""
"Bulgaria","Production","2000","tonnes","88983.00",""
"Bulgaria","Production","1999","tonnes","92269.00",""
"Bulgaria","Production","1998","tonnes","129145.00",""
"Bulgaria","Production","1997","tonnes","161232.00",""
"Bulgaria","Production","1996","tonnes","203668.00",""
"Bulgaria","Production","1995","tonnes","149287.00",""
"Bulgaria","Production","1994","tonnes","76477.00",""
"Bulgaria","Production","1993","tonnes","109858.00",""
"Bulgaria","Production","1992","tonnes","221202.00",""
"Bulgaria","Production","1991","tonnes","145060.00",""
"Bulgaria","Production","1990","tonnes","410915.00",""
"Bulgaria","Production","1989","tonnes","457875.00",""
"Bulgaria","Production","1988","tonnes","334463.00",""
"Bulgaria","Production","1987","tonnes","339177.00",""
"Bulgaria","Production","1986","tonnes","543256.00",""
"Bulgaria","Production","1985","tonnes","336124.00",""
"Bulgaria","Production","1984","tonnes","525984.00",""
"Bulgaria","Production","1983","tonnes","467588.00",""
"Bulgaria","Production","1982","tonnes","425780.00",""
"Bulgaria","Production","1981","tonnes","433142.00",""
"Bulgaria","Production","1980","tonnes","394280.00",""
"Bulgaria","Production","1979","tonnes","285239.00",""
"Bulgaria","Production","1978","tonnes","321088.00",""
"Bulgaria","Production","1977","tonnes","281416.00",""
"Bulgaria","Production","1976","tonnes","382287.00",""
"Bulgaria","Production","1975","tonnes","329342.00",""
"Bulgaria","Production","1974","tonnes","249583.00",""
"Bulgaria","Production","1973","tonnes","360159.00",""
"Bulgaria","Production","1972","tonnes","340336.00",""
"Bulgaria","Production","1971","tonnes","343683.00",""
"Bulgaria","Production","1970","tonnes","363126.00",""
"Bulgaria","Production","1969","tonnes","460449.00",""
"Bulgaria","Production","1968","tonnes","427062.00",""
"Bulgaria","Production","1967","tonnes","413124.00",""
"Bulgaria","Production","1966","tonnes","343660.00",""
"Bulgaria","Production","1965","tonnes","299404.00",""
"Bulgaria","Production","1964","tonnes","364126.00",""
"Bulgaria","Production","1963","tonnes","289695.00",""
"Bulgaria","Production","1962","tonnes","350612.00",""
"Bulgaria","Production","1961","tonnes","272703.00",""
"Canada","Area harvested","2018","ha","15740.00",""
"Canada","Area harvested","2017","ha","15612.00",""
"Canada","Area harvested","2016","ha","15873.00",""
"Canada","Area harvested","2015","ha","15737.00",""
"Canada","Area harvested","2014","ha","15874.00",""
"Canada","Area harvested","2013","ha","15494.00",""
"Canada","Area harvested","2012","ha","15483.00",""
"Canada","Area harvested","2011","ha","16047.00",""
"Canada","Area harvested","2010","ha","16245.00",""
"Canada","Area harvested","2009","ha","17147.00",""
"Canada","Area harvested","2008","ha","17808.00",""
"Canada","Area harvested","2007","ha","18312.00",""
"Canada","Area harvested","2006","ha","19861.00",""
"Canada","Area harvested","2005","ha","19614.00",""
"Canada","Area harvested","2004","ha","19965.00",""
"Canada","Area harvested","2003","ha","20710.00",""
"Canada","Area harvested","2002","ha","20139.00",""
"Canada","Area harvested","2001","ha","22531.00",""
"Canada","Area harvested","2000","ha","24277.00",""
"Canada","Area harvested","1999","ha","26165.00",""
"Canada","Area harvested","1998","ha","26934.00",""
"Canada","Area harvested","1997","ha","27832.00",""
"Canada","Area harvested","1996","ha","29359.00",""
"Canada","Area harvested","1995","ha","31369.00",""
"Canada","Area harvested","1994","ha","33286.00",""
"Canada","Area harvested","1993","ha","32777.00",""
"Canada","Area harvested","1992","ha","32145.00",""
"Canada","Area harvested","1991","ha","32812.00",""
"Canada","Area harvested","1990","ha","32887.00",""
"Canada","Area harvested","1989","ha","31570.00",""
"Canada","Area harvested","1988","ha","29500.00","F"
"Canada","Area harvested","1987","ha","30000.00","F"
"Canada","Area harvested","1986","ha","25000.00","F"
"Canada","Area harvested","1985","ha","34000.00","F"
"Canada","Area harvested","1984","ha","35060.00","F"
"Canada","Area harvested","1983","ha","39180.00","F"
"Canada","Area harvested","1982","ha","38610.00","F"
"Canada","Area harvested","1981","ha","34112.00",""
"Canada","Area harvested","1980","ha","52820.00","F"
"Canada","Area harvested","1979","ha","41550.00","F"
"Canada","Area harvested","1978","ha","43170.00","F"
"Canada","Area harvested","1977","ha","39260.00","F"
"Canada","Area harvested","1976","ha","39060.00","F"
"Canada","Area harvested","1975","ha","43940.00","F"
"Canada","Area harvested","1974","ha","38780.00","F"
"Canada","Area harvested","1973","ha","35820.00","F"
"Canada","Area harvested","1972","ha","37440.00","F"
"Canada","Area harvested","1971","ha","37349.00",""
"Canada","Area harvested","1970","ha","39600.00","F"
"Canada","Area harvested","1969","ha","41550.00","F"
"Canada","Area harvested","1968","ha","38300.00","F"
"Canada","Area harvested","1967","ha","41740.00","F"
"Canada","Area harvested","1966","ha","40300.00","F"
"Canada","Area harvested","1965","ha","43080.00","F"
"Canada","Area harvested","1964","ha","39060.00","F"
"Canada","Area harvested","1963","ha","44900.00","F"
"Canada","Area harvested","1962","ha","38680.00","F"
"Canada","Area harvested","1961","ha","32190.00","F"
"Canada","Yield","2018","hg/ha","269828.00","Fc"
"Canada","Yield","2017","hg/ha","257547.00","Fc"
"Canada","Yield","2016","hg/ha","283619.00","Fc"
"Canada","Yield","2015","hg/ha","242033.00","Fc"
"Canada","Yield","2014","hg/ha","281148.00","Fc"
"Canada","Yield","2013","hg/ha","272989.00","Fc"
"Canada","Yield","2012","hg/ha","182013.00","Fc"
"Canada","Yield","2011","hg/ha","260227.00","Fc"
"Canada","Yield","2010","hg/ha","228393.00","Fc"
"Canada","Yield","2009","hg/ha","253975.00","Fc"
"Canada","Yield","2008","hg/ha","239700.00","Fc"
"Canada","Yield","2007","hg/ha","243757.00","Fc"
"Canada","Yield","2006","hg/ha","202796.00","Fc"
"Canada","Yield","2005","hg/ha","211301.00","Fc"
"Canada","Yield","2004","hg/ha","193487.00","Fc"
"Canada","Yield","2003","hg/ha","194310.00","Fc"
"Canada","Yield","2002","hg/ha","174927.00","Fc"
"Canada","Yield","2001","hg/ha","216806.00","Fc"
"Canada","Yield","2000","hg/ha","218419.00","Fc"
"Canada","Yield","1999","hg/ha","237490.00","Fc"
"Canada","Yield","1998","hg/ha","193204.00","Fc"
"Canada","Yield","1997","hg/ha","180932.00","Fc"
"Canada","Yield","1996","hg/ha","174728.00","Fc"
"Canada","Yield","1995","hg/ha","190922.00","Fc"
"Canada","Yield","1994","hg/ha","166355.00","Fc"
"Canada","Yield","1993","hg/ha","147521.00","Fc"
"Canada","Yield","1992","hg/ha","175477.00","Fc"
"Canada","Yield","1991","hg/ha","157117.00","Fc"
"Canada","Yield","1990","hg/ha","164579.00","Fc"
"Canada","Yield","1989","hg/ha","169981.00","Fc"
"Canada","Yield","1988","hg/ha","169715.00","Fc"
"Canada","Yield","1987","hg/ha","163350.00","Fc"
"Canada","Yield","1986","hg/ha","155270.00","Fc"
"Canada","Yield","1985","hg/ha","140766.00","Fc"
"Canada","Yield","1984","hg/ha","123858.00","Fc"
"Canada","Yield","1983","hg/ha","123750.00","Fc"
"Canada","Yield","1982","hg/ha","123705.00","Fc"
"Canada","Yield","1981","hg/ha","123821.00","Fc"
"Canada","Yield","1980","hg/ha","104617.00","Fc"
"Canada","Yield","1979","hg/ha","104669.00","Fc"
"Canada","Yield","1978","hg/ha","104688.00","Fc"
"Canada","Yield","1977","hg/ha","104794.00","Fc"
"Canada","Yield","1976","hg/ha","104755.00","Fc"
"Canada","Yield","1975","hg/ha","104788.00","Fc"
"Canada","Yield","1974","hg/ha","104779.00","Fc"
"Canada","Yield","1973","hg/ha","104604.00","Fc"
"Canada","Yield","1972","hg/ha","104916.00","Fc"
"Canada","Yield","1971","hg/ha","104725.00","Fc"
"Canada","Yield","1970","hg/ha","102404.00","Fc"
"Canada","Yield","1969","hg/ha","104751.00","Fc"
"Canada","Yield","1968","hg/ha","104673.00","Fc"
"Canada","Yield","1967","hg/ha","104610.00","Fc"
"Canada","Yield","1966","hg/ha","104653.00","Fc"
"Canada","Yield","1965","hg/ha","104672.00","Fc"
"Canada","Yield","1964","hg/ha","104785.00","Fc"
"Canada","Yield","1963","hg/ha","104720.00","Fc"
"Canada","Yield","1962","hg/ha","104604.00","Fc"
"Canada","Yield","1961","hg/ha","104761.00","Fc"
"Canada","Production","2018","tonnes","424709.00",""
"Canada","Production","2017","tonnes","402082.00",""
"Canada","Production","2016","tonnes","450189.00",""
"Canada","Production","2015","tonnes","380888.00",""
"Canada","Production","2014","tonnes","446294.00",""
"Canada","Production","2013","tonnes","422969.00",""
"Canada","Production","2012","tonnes","281810.00",""
"Canada","Production","2011","tonnes","417586.00",""
"Canada","Production","2010","tonnes","371025.00",""
"Canada","Production","2009","tonnes","435491.00",""
"Canada","Production","2008","tonnes","426858.00",""
"Canada","Production","2007","tonnes","446367.00",""
"Canada","Production","2006","tonnes","402773.00",""
"Canada","Production","2005","tonnes","414445.00",""
"Canada","Production","2004","tonnes","386297.00",""
"Canada","Production","2003","tonnes","402416.00",""
"Canada","Production","2002","tonnes","352285.00",""
"Canada","Production","2001","tonnes","488485.00",""
"Canada","Production","2000","tonnes","530256.00",""
"Canada","Production","1999","tonnes","621392.00",""
"Canada","Production","1998","tonnes","520375.00",""
"Canada","Production","1997","tonnes","503570.00",""
"Canada","Production","1996","tonnes","512984.00",""
"Canada","Production","1995","tonnes","598902.00",""
"Canada","Production","1994","tonnes","553729.00",""
"Canada","Production","1993","tonnes","483529.00",""
"Canada","Production","1992","tonnes","564071.00",""
"Canada","Production","1991","tonnes","515531.00",""
"Canada","Production","1990","tonnes","541250.00",""
"Canada","Production","1989","tonnes","536630.00",""
"Canada","Production","1988","tonnes","500660.00",""
"Canada","Production","1987","tonnes","490050.00",""
"Canada","Production","1986","tonnes","388175.00",""
"Canada","Production","1985","tonnes","478605.00",""
"Canada","Production","1984","tonnes","434247.00",""
"Canada","Production","1983","tonnes","484853.00",""
"Canada","Production","1982","tonnes","477626.00",""
"Canada","Production","1981","tonnes","422379.00",""
"Canada","Production","1980","tonnes","552589.00",""
"Canada","Production","1979","tonnes","434898.00",""
"Canada","Production","1978","tonnes","451938.00",""
"Canada","Production","1977","tonnes","411420.00",""
"Canada","Production","1976","tonnes","409172.00",""
"Canada","Production","1975","tonnes","460438.00",""
"Canada","Production","1974","tonnes","406334.00",""
"Canada","Production","1973","tonnes","374691.00",""
"Canada","Production","1972","tonnes","392805.00",""
"Canada","Production","1971","tonnes","391136.00",""
"Canada","Production","1970","tonnes","405520.00",""
"Canada","Production","1969","tonnes","435241.00",""
"Canada","Production","1968","tonnes","400896.00",""
"Canada","Production","1967","tonnes","436644.00",""
"Canada","Production","1966","tonnes","421753.00",""
"Canada","Production","1965","tonnes","450928.00",""
"Canada","Production","1964","tonnes","409289.00",""
"Canada","Production","1963","tonnes","470193.00",""
"Canada","Production","1962","tonnes","404610.00",""
"Canada","Production","1961","tonnes","337226.00",""
"Caribbean","Area harvested","2018","ha","436.00","A"
"Caribbean","Area harvested","2017","ha","430.00","A"
"Caribbean","Area harvested","2016","ha","297.00","A"
"Caribbean","Area harvested","2015","ha","302.00","A"
"Caribbean","Area harvested","2014","ha","308.00","A"
"Caribbean","Area harvested","2013","ha","329.00","A"
"Caribbean","Area harvested","2012","ha","337.00","A"
"Caribbean","Area harvested","2011","ha","351.00","A"
"Caribbean","Area harvested","2010","ha","299.00","A"
"Caribbean","Area harvested","2009","ha","465.00","A"
"Caribbean","Area harvested","2008","ha","450.00","A"
"Caribbean","Area harvested","2007","ha","420.00","A"
"Caribbean","Area harvested","2006","ha","390.00","A"
"Caribbean","Area harvested","2005","ha","321.00","A"
"Caribbean","Area harvested","2004","ha","380.00","A"
"Caribbean","Area harvested","2003","ha","365.00","A"
"Caribbean","Area harvested","2002","ha","340.00","A"
"Caribbean","Area harvested","2001","ha","345.00","A"
"Caribbean","Area harvested","2000","ha","295.00","A"
"Caribbean","Area harvested","1999","ha","285.00","A"
"Caribbean","Area harvested","1998","ha","285.00","A"
"Caribbean","Area harvested","1997","ha","265.00","A"
"Caribbean","Area harvested","1996","ha","305.00","A"
"Caribbean","Area harvested","1995","ha","335.00","A"
"Caribbean","Area harvested","1994","ha","345.00","A"
"Caribbean","Area harvested","1993","ha","335.00","A"
"Caribbean","Area harvested","1992","ha","280.00","A"
"Caribbean","Area harvested","1991","ha","270.00","A"
"Caribbean","Area harvested","1990","ha","320.00","A"
"Caribbean","Area harvested","1989","ha","280.00","A"
"Caribbean","Area harvested","1988","ha","300.00","A"
"Caribbean","Area harvested","1987","ha","300.00","A"
"Caribbean","Area harvested","1986","ha","300.00","A"
"Caribbean","Area harvested","1985","ha","300.00","A"
"Caribbean","Yield","2018","hg/ha","52402.00","Fc"
"Caribbean","Yield","2017","hg/ha","51733.00","Fc"
"Caribbean","Yield","2016","hg/ha","50118.00","Fc"
"Caribbean","Yield","2015","hg/ha","49607.00","Fc"
"Caribbean","Yield","2014","hg/ha","48529.00","Fc"
"Caribbean","Yield","2013","hg/ha","48643.00","Fc"
"Caribbean","Yield","2012","hg/ha","49317.00","Fc"
"Caribbean","Yield","2011","hg/ha","46882.00","Fc"
"Caribbean","Yield","2010","hg/ha","49981.00","Fc"
"Caribbean","Yield","2009","hg/ha","45120.00","Fc"
"Caribbean","Yield","2008","hg/ha","40422.00","Fc"
"Caribbean","Yield","2007","hg/ha","41119.00","Fc"
"Caribbean","Yield","2006","hg/ha","40154.00","Fc"
"Caribbean","Yield","2005","hg/ha","40498.00","Fc"
"Caribbean","Yield","2004","hg/ha","40789.00","Fc"
"Caribbean","Yield","2003","hg/ha","41096.00","Fc"
"Caribbean","Yield","2002","hg/ha","41176.00","Fc"
"Caribbean","Yield","2001","hg/ha","40580.00","Fc"
"Caribbean","Yield","2000","hg/ha","40678.00","Fc"
"Caribbean","Yield","1999","hg/ha","40351.00","Fc"
"Caribbean","Yield","1998","hg/ha","40351.00","Fc"
"Caribbean","Yield","1997","hg/ha","40943.00","Fc"
"Caribbean","Yield","1996","hg/ha","32459.00","Fc"
"Caribbean","Yield","1995","hg/ha","33701.00","Fc"
"Caribbean","Yield","1994","hg/ha","31913.00","Fc"
"Caribbean","Yield","1993","hg/ha","33522.00","Fc"
"Caribbean","Yield","1992","hg/ha","33143.00","Fc"
"Caribbean","Yield","1991","hg/ha","35259.00","Fc"
"Caribbean","Yield","1990","hg/ha","32813.00","Fc"
"Caribbean","Yield","1989","hg/ha","46071.00","Fc"
"Caribbean","Yield","1988","hg/ha","45333.00","Fc"
"Caribbean","Yield","1987","hg/ha","48667.00","Fc"
"Caribbean","Yield","1986","hg/ha","55000.00","Fc"
"Caribbean","Yield","1985","hg/ha","54667.00","Fc"
"Caribbean","Production","2018","tonnes","2283.00","A"
"Caribbean","Production","2017","tonnes","2227.00","A"
"Caribbean","Production","2016","tonnes","1487.00","A"
"Caribbean","Production","2015","tonnes","1496.00","A"
"Caribbean","Production","2014","tonnes","1493.00","A"
"Caribbean","Production","2013","tonnes","1601.00","A"
"Caribbean","Production","2012","tonnes","1662.00","A"
"Caribbean","Production","2011","tonnes","1648.00","A"
"Caribbean","Production","2010","tonnes","1492.00","A"
"Caribbean","Production","2009","tonnes","2098.00","A"
"Caribbean","Production","2008","tonnes","1819.00","A"
"Caribbean","Production","2007","tonnes","1727.00","A"
"Caribbean","Production","2006","tonnes","1566.00","A"
"Caribbean","Production","2005","tonnes","1300.00","A"
"Caribbean","Production","2004","tonnes","1550.00","A"
"Caribbean","Production","2003","tonnes","1500.00","A"
"Caribbean","Production","2002","tonnes","1400.00","A"
"Caribbean","Production","2001","tonnes","1400.00","A"
"Caribbean","Production","2000","tonnes","1200.00","A"
"Caribbean","Production","1999","tonnes","1150.00","A"
"Caribbean","Production","1998","tonnes","1150.00","A"
"Caribbean","Production","1997","tonnes","1085.00","A"
"Caribbean","Production","1996","tonnes","990.00","A"
"Caribbean","Production","1995","tonnes","1129.00","A"
"Caribbean","Production","1994","tonnes","1101.00","A"
"Caribbean","Production","1993","tonnes","1123.00","A"
"Caribbean","Production","1992","tonnes","928.00","A"
"Caribbean","Production","1991","tonnes","952.00","A"
"Caribbean","Production","1990","tonnes","1050.00","A"
"Caribbean","Production","1989","tonnes","1290.00","A"
"Caribbean","Production","1988","tonnes","1360.00","A"
"Caribbean","Production","1987","tonnes","1460.00","A"
"Caribbean","Production","1986","tonnes","1650.00","A"
"Caribbean","Production","1985","tonnes","1640.00","A"
"Caribbean","Production","1984","tonnes","1340.00","A"
"Caribbean","Production","1983","tonnes","1110.00","A"
"Caribbean","Production","1982","tonnes","920.00","A"
"Caribbean","Production","1981","tonnes","889.00","A"
"Caribbean","Production","1980","tonnes","722.00","A"
"Caribbean","Production","1979","tonnes","916.00","A"
"Caribbean","Production","1978","tonnes","755.00","A"
"Caribbean","Production","1977","tonnes","704.00","A"
"Caribbean","Production","1976","tonnes","695.00","A"
"Caribbean","Production","1975","tonnes","693.00","A"
"Caribbean","Production","1974","tonnes","676.00","A"
"Caribbean","Production","1973","tonnes","640.00","A"
"Caribbean","Production","1972","tonnes","630.00","A"
"Caribbean","Production","1971","tonnes","630.00","A"
"Caribbean","Production","1970","tonnes","600.00","A"
"Caribbean","Production","1969","tonnes","570.00","A"
"Caribbean","Production","1968","tonnes","565.00","A"
"Caribbean","Production","1967","tonnes","555.00","A"
"Caribbean","Production","1966","tonnes","550.00","A"
"Caribbean","Production","1965","tonnes","540.00","A"
"Caribbean","Production","1964","tonnes","540.00","A"
"Caribbean","Production","1963","tonnes","535.00","A"
"Caribbean","Production","1962","tonnes","535.00","A"
"Caribbean","Production","1961","tonnes","530.00","A"
"Central America","Area harvested","2018","ha","64116.00","A"
"Central America","Area harvested","2017","ha","64823.00","A"
"Central America","Area harvested","2016","ha","65503.00","A"
"Central America","Area harvested","2015","ha","66615.00","A"
"Central America","Area harvested","2014","ha","67097.00","A"
"Central America","Area harvested","2013","ha","71601.00","A"
"Central America","Area harvested","2012","ha","69567.00","A"
"Central America","Area harvested","2011","ha","68659.00","A"
"Central America","Area harvested","2010","ha","68026.00","A"
"Central America","Area harvested","2009","ha","67112.00","A"
"Central America","Area harvested","2008","ha","60906.00","A"
"Central America","Area harvested","2007","ha","60239.00","A"
"Central America","Area harvested","2006","ha","61663.00","A"
"Central America","Area harvested","2005","ha","63026.00","A"
"Central America","Area harvested","2004","ha","62225.00","A"
"Central America","Area harvested","2003","ha","57700.00","A"
"Central America","Area harvested","2002","ha","64013.00","A"
"Central America","Area harvested","2001","ha","63904.00","A"
"Central America","Area harvested","2000","ha","57698.00","A"
"Central America","Area harvested","1999","ha","67519.00","A"
"Central America","Area harvested","1998","ha","61715.00","A"
"Central America","Area harvested","1997","ha","65482.00","A"
"Central America","Area harvested","1996","ha","63074.00","A"
"Central America","Area harvested","1995","ha","64245.00","A"
"Central America","Area harvested","1994","ha","64377.00","A"
"Central America","Area harvested","1993","ha","69317.00","A"
"Central America","Area harvested","1992","ha","63203.00","A"
"Central America","Area harvested","1991","ha","60855.00","A"
"Central America","Area harvested","1990","ha","60505.00","A"
"Central America","Area harvested","1989","ha","60125.00","A"
"Central America","Area harvested","1988","ha","62456.00","A"
"Central America","Area harvested","1987","ha","52694.00","A"
"Central America","Area harvested","1986","ha","55502.00","A"
"Central America","Area harvested","1985","ha","53673.00","A"
"Central America","Area harvested","1984","ha","55183.00","A"
"Central America","Area harvested","1983","ha","47949.00","A"
"Central America","Area harvested","1982","ha","46320.00","A"
"Central America","Area harvested","1981","ha","56545.00","A"
"Central America","Area harvested","1980","ha","45970.00","A"
"Central America","Area harvested","1979","ha","44681.00","A"
"Central America","Area harvested","1978","ha","44106.00","A"
"Central America","Area harvested","1977","ha","41120.00","A"
"Central America","Area harvested","1976","ha","35350.00","A"
"Central America","Area harvested","1975","ha","33067.00","A"
"Central America","Area harvested","1974","ha","35853.00","A"
"Central America","Area harvested","1973","ha","34412.00","A"
"Central America","Area harvested","1972","ha","30760.00","A"
"Central America","Area harvested","1971","ha","23010.00","A"
"Central America","Area harvested","1970","ha","16532.00","A"
"Central America","Area harvested","1969","ha","16171.00","A"
"Central America","Area harvested","1968","ha","12850.00","A"
"Central America","Area harvested","1967","ha","11946.00","A"
"Central America","Area harvested","1966","ha","12501.00","A"
"Central America","Area harvested","1965","ha","12248.00","A"
"Central America","Area harvested","1964","ha","11181.00","A"
"Central America","Area harvested","1963","ha","10925.00","A"
"Central America","Area harvested","1962","ha","9114.00","A"
"Central America","Area harvested","1961","ha","8379.00","A"
"Central America","Yield","2018","hg/ha","112241.00","Fc"
"Central America","Yield","2017","hg/ha","119438.00","Fc"
"Central America","Yield","2016","hg/ha","118898.00","Fc"
"Central America","Yield","2015","hg/ha","121840.00","Fc"
"Central America","Yield","2014","hg/ha","115658.00","Fc"
"Central America","Yield","2013","hg/ha","128438.00","Fc"
"Central America","Yield","2012","hg/ha","62166.00","Fc"
"Central America","Yield","2011","hg/ha","99790.00","Fc"
"Central America","Yield","2010","hg/ha","92553.00","Fc"
"Central America","Yield","2009","hg/ha","90115.00","Fc"
"Central America","Yield","2008","hg/ha","89362.00","Fc"
"Central America","Yield","2007","hg/ha","88376.00","Fc"
"Central America","Yield","2006","hg/ha","102060.00","Fc"
"Central America","Yield","2005","hg/ha","96592.00","Fc"
"Central America","Yield","2004","hg/ha","95619.00","Fc"
"Central America","Yield","2003","hg/ha","89308.00","Fc"
"Central America","Yield","2002","hg/ha","78841.00","Fc"
"Central America","Yield","2001","hg/ha","72315.00","Fc"
"Central America","Yield","2000","hg/ha","63549.00","Fc"
"Central America","Yield","1999","hg/ha","70912.00","Fc"
"Central America","Yield","1998","hg/ha","64698.00","Fc"
"Central America","Yield","1997","hg/ha","100443.00","Fc"
"Central America","Yield","1996","hg/ha","72082.00","Fc"
"Central America","Yield","1995","hg/ha","68652.00","Fc"
"Central America","Yield","1994","hg/ha","79997.00","Fc"
"Central America","Yield","1993","hg/ha","81574.00","Fc"
"Central America","Yield","1992","hg/ha","98974.00","Fc"
"Central America","Yield","1991","hg/ha","91134.00","Fc"
